entity_type,entity_id,stage,reason_code,technical_detail
upstream_artifact,debian:https://www.ntpsec.org::ntp-systemd-wrapper,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,"no unique upstream artifact; candidates=6, executable_candidates=0"
upstream_artifact,debian:https://www.ntpsec.org::rotate-stats,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,"no unique upstream artifact; candidates=6, executable_candidates=0"
upstream_artifact,debian:https://www.ntpsec.org::sh,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,"no unique upstream artifact; candidates=6, executable_candidates=2"
upstream_artifact,debian:https://www.open-iscsi.com::activate-storage.sh,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.open-iscsi.com::iscsid,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.open-iscsi.com::iscsiuio,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.openbgpd.org::bgpd,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.openbgpd.org::bgplgd,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.openntpd.org::ntpd,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.opensmtpd.org::smtpd,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.partimage.org::partimaged,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.partimage.org::partimaged,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,pristine source unavailable
upstream_artifact,debian:https://www.postfix.org::cp,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.postfix.org::postfix,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
upstream_artifact,debian:https://www.powerdns.com::ixfrdist,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,pristine source unavailable
upstream_artifact,debian:https://www.powerdns.com::pdns_recursor,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,pristine source unavailable
upstream_artifact,debian:https://www.powerdns.com::pdns_server,upstream_recovery,U5_AMBIGUOUS_OR_UNRESOLVED,pristine source unavailable
upstream_artifact,debian:https://www.pps.univ-paris-diderot.fr/~jch/software/babel::babeld,upstream_recovery,U4_NO_UPSTREAM_UNIT,complete pristine orig-tar inventory contained no service unit or template
